carat,depth,table,price,cut_b'Good',cut_b'Ideal',cut_b'Premium',cut_b'Very Good',color_b'E',color_b'F',color_b'G',color_b'H',color_b'I',color_b'J',clarity_b'IF',clarity_b'SI1',clarity_b'SI2',clarity_b'VS1',clarity_b'VS2',clarity_b'VVS1',clarity_b'VVS2'
1.5,65.7,58.0,4939.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.01,61.0,62.0,4939.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.26,62.4,57.0,4939.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.91,60.8,58.0,4939.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,62.8,59.0,4939.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.4,62.9,59.0,4939.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.15,62.5,60.0,4939.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,63.4,61.0,4939.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,63.6,58.0,4939.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.05,62.3,56.0,4939.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.15,63.5,58.0,4939.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.13,62.3,56.0,4940.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9,61.7,57.0,4940.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.04,61.9,54.0,4941.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.03,62.2,59.0,4942.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.11,60.4,58.0,4942.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.11,61.7,55.0,4942.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.07,61.3,59.0,4943.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,61.2,58.0,4943.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,61.8,60.0,4943.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.97,62.9,56.0,4943.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.91,62.5,59.0,4944.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.21,63.5,58.0,4944.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,62.5,55.0,4946.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.02,61.4,56.0,4946.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.21,59.7,58.0,4946.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.02,63.3,58.0,4948.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.02,56.9,62.0,4948.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.02,62.5,57.0,4948.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.04,62.9,54.0,4948.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1.04,62.6,55.0,4948.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.14,62.5,58.0,4948.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.07,62.4,61.0,4949.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.07,63.1,59.0,4949.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.07,60.5,62.0,4949.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,61.9,57.0,4949.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.25,61.0,60.0,4950.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0,62.4,58.0,4950.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.98,62.7,55.0,4950.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,61.0,56.0,4951.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.12,61.5,58.0,4953.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,61.9,58.0,4953.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.26,63.7,58.0,4953.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.14,62.2,56.0,4953.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,61.9,62.0,4953.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.08,62.1,58.0,4953.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.34,60.1,61.0,4953.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.07,61.6,56.0,4954.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.12,62.2,55.0,4955.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.07,61.1,56.0,4955.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,60.5,57.0,4955.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,61.5,56.0,4956.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,62.0,57.0,4956.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.18,60.5,59.0,4956.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.18,61.6,57.0,4956.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.0,63.0,59.0,4956.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.14,59.2,61.0,4957.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.02,60.0,58.0,4958.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.07,62.0,55.0,4958.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.95,61.9,56.0,4958.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.16,62.2,58.0,4958.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.09,62.0,56.0,4959.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.13,60.1,60.0,4959.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.13,62.0,57.0,4959.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,61.0,63.0,4959.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,61.3,59.0,4959.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,63.5,61.0,4959.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.15,62.9,56.0,4959.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.15,59.6,58.0,4959.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.23,63.1,58.0,4959.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.15,62.0,56.0,4959.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.11,61.9,58.0,4960.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.23,62.8,59.0,4960.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.9,62.5,58.0,4961.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.93,61.7,58.0,4961.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,59.4,60.0,4961.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,57.9,62.0,4961.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.1,61.8,56.0,4962.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9,63.5,55.0,4963.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1.2,62.6,57.0,4963.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1.11,63.6,58.0,4963.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.03,63.3,58.0,4963.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.83,61.9,56.0,4963.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.02,63.6,58.0,4964.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.02,58.8,58.0,4964.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.02,62.8,57.0,4964.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.03,62.8,59.0,4964.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.9,61.8,55.0,4964.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.13,62.4,59.0,4964.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.08,62.8,57.0,4964.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.32,60.9,59.0,4965.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.09,61.8,57.0,4965.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,60.0,58.0,4965.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.55,63.6,58.0,4965.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.01,62.6,55.0,4965.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.26,53.2,61.0,4966.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.1,59.1,60.0,4967.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.1,63.7,60.0,4967.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.28,63.4,59.0,4967.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.05,64.2,61.0,4967.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.28,61.2,57.0,4967.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.02,61.6,56.0,4968.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.21,61.9,57.0,4968.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.21,61.9,58.0,4968.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.21,59.6,57.0,4968.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.01,62.5,56.0,4969.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,62.1,57.0,4969.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,62.3,59.0,4969.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.22,58.8,61.0,4969.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.11,62.2,56.0,4969.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.91,62.7,59.0,4969.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.16,62.6,58.0,4969.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.91,62.0,60.0,4969.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.16,61.9,56.0,4969.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.05,63.4,57.0,4969.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.09,62.2,56.0,4970.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.02,58.9,61.0,4971.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,60.3,60.0,4972.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.06,62.1,56.0,4972.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.94,61.6,57.0,4972.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.14,60.3,58.0,4972.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,64.8,59.0,4972.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.11,63.2,58.0,4973.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.11,61.9,59.0,4973.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.04,61.9,58.0,4973.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.2,62.8,61.0,4973.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.07,60.4,57.0,4973.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.35,61.2,61.0,4974.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.22,62.1,56.0,4974.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.22,62.8,54.0,4974.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.03,62.0,59.0,4974.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.05,60.3,57.0,4974.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.05,62.4,59.0,4975.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0,58.7,59.0,4975.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.05,61.8,56.0,4975.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.21,58.9,61.0,4976.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9,62.3,59.0,4977.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1.01,62.9,57.0,4977.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.29,63.4,57.0,4977.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,60.4,60.0,4977.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,62.3,55.0,4977.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,60.7,60.0,4978.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.27,63.1,57.0,4978.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.91,62.2,58.0,4979.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.16,62.6,57.0,4979.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.14,59.2,58.0,4980.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.04,58.7,61.0,4980.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.54,62.0,60.0,4980.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.2,62.8,56.0,4980.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,63.3,59.0,4981.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.71,61.1,54.0,4981.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.09,61.2,57.0,4981.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.02,62.6,54.6,4983.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.06,61.0,58.0,4984.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.13,61.8,56.0,4984.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,62.2,55.0,4984.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,60.4,58.0,4984.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.0,67.0,52.0,4984.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.15,62.2,60.0,4985.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.23,61.8,56.0,4986.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.05,63.2,59.0,4986.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.01,63.3,58.0,4986.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.6,57.0,4986.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.23,62.9,59.0,4986.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.12,62.8,57.0,4986.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.12,62.8,55.0,4986.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.06,62.1,58.0,4987.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.05,60.3,55.0,4987.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.12,59.6,58.0,4987.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.02,62.2,57.0,4988.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.18,60.5,60.0,4988.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.08,61.7,57.0,4989.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.2,60.0,58.0,4989.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.5,62.4,64.0,4989.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.26,61.8,58.0,4989.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.01,58.5,60.0,4989.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.83,62.1,55.0,4989.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,62.6,61.0,4989.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,63.6,58.0,4989.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,63.3,59.0,4989.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,62.0,59.0,4989.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.01,62.6,54.0,4989.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.21,61.6,59.0,4990.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.02,58.7,58.0,4990.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.12,61.3,55.0,4990.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.21,61.1,60.0,4991.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,59.9,59.0,4991.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.25,62.8,57.0,4991.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.23,63.2,57.5,4992.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.99,62.5,57.0,4993.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.3,63.2,57.0,4994.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1.12,62.4,56.0,4994.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.06,62.3,56.0,4995.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,62.0,54.0,4995.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.03,61.5,59.0,4996.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.1,62.3,58.0,4997.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.1,63.4,57.0,4997.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,59.6,60.0,4997.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,61.9,56.0,4997.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.04,62.9,43.0,4997.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.13,56.5,62.0,4998.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,61.9,61.0,596.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.34,61.5,55.0,596.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.34,61.4,59.0,596.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.34,60.3,57.0,596.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,62.9,57.0,596.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.4,63.1,59.0,596.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.34,60.2,58.0,596.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.34,61.3,57.0,596.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.3,63.0,57.0,596.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.19,62.3,57.0,4998.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.04,61.0,58.0,4999.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.17,61.8,54.0,4999.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0,63.3,53.0,5000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.24,61.8,57.0,5000.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.08,61.6,56.0,5000.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.01,62.2,59.0,5000.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.11,60.3,60.0,5000.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.12,60.5,55.0,5000.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,60.9,62.0,5000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,61.5,61.0,5000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,62.7,58.0,5000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.24,62.1,58.0,5000.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.24,60.0,56.0,5000.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.5,66.0,64.0,5000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.16,62.7,56.0,5001.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9,63.6,58.0,5001.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.9,62.3,56.0,5001.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9,62.6,59.0,5001.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.07,61.7,56.1,5002.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.1,62.0,56.5,5002.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.2,62.1,55.0,5002.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.0,64.1,58.0,5002.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,63.4,59.0,5002.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.4,60.0,5002.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.16,61.5,57.0,5002.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.14,61.6,57.0,5003.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.14,60.7,58.0,5003.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.17,62.3,57.0,5004.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.11,62.8,55.0,5004.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.09,61.2,58.0,5005.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.0,62.8,58.0,5005.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,60.4,64.0,5005.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.03,62.2,56.0,5005.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.15,60.2,61.0,5005.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.14,62.6,56.0,5005.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.2,62.2,61.0,5006.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.72,60.8,56.0,5006.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.92,61.0,60.0,5006.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.11,62.2,54.0,5006.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.01,61.5,59.0,5006.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,61.7,57.0,5006.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,61.3,54.0,5006.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,62.3,56.0,5006.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.8,61.8,56.0,5007.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.27,62.0,57.0,5008.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.02,60.4,59.0,5008.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.14,62.8,60.0,5008.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.14,60.8,58.0,5008.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.15,62.2,54.0,5008.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,61.1,59.9,5009.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1.11,62.0,56.0,5010.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.03,61.3,60.0,5010.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.8,60.0,5010.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.09,63.6,56.0,5010.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.03,60.4,59.0,5012.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.11,61.3,55.0,5012.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.13,62.7,57.0,5012.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.17,62.0,55.0,5012.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.02,62.1,59.0,5013.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.03,61.8,54.0,5013.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
